case_id,setting,subject,subject_id,target_new,target_true,avg_new_dominance_generation,avg_true_dominance_generation,avg_dominance_diff_generation,relation_id,popularity_score,avg_conflict_pos,avg_true_dominance_generation_bucket_k3,avg_new_dominance_generation_bucket_k3,avg_dominance_diff_generation_bucket_k3,avg_conflict_pos_bucket_k3
15471,neutral_new,Beaumont Glacier,Q4877558,Africa,Antarctica,0.2179,0.6231,0.4051,P30,0,0.032511,3,1,3,2
15508,neutral_new,Sam Mendes,Q223233,Hindi,English,0.1344,0.5203,0.3859,P1412,2423,0.004178,3,1,3,1
15521,neutral_new,Suddenly Susan,Q643894,HBO,NBC,0.38,0.33,-0.05,P449,266,0.00075,2,2,2,1
15572,neutral_new,"Matson, Inc.",Q6787989,London,Hawaii,0.1708,0.5958,0.425,P159,97,0.000425,3,1,3,1
15584,neutral_new,Buichi Terasawa,Q2630137,France,Japan,0.4136,0.2568,-0.1568,P27,24,0.006127,2,2,2,1
15669,neutral_new,Jean Vautrin,Q1685888,English,French,0.4775,0.1575,-0.32,P103,7,0.002124,1,2,1,1
15703,neutral_new,First Barons' War,Q2086498,Chicago,England,0.1294,0.5294,0.4,P276,364,9.1e-05,3,1,3,1
15733,neutral_new,Ark II,Q109659711,HBO,CBS,0.7125,0.0,-0.7125,P449,0,0.000686,1,3,1,1
15777,neutral_new,Pandoh Dam,Q7130687,Portugal,India,0.113,0.6037,0.4907,P17,12,0.000109,3,1,3,1
15846,neutral_new,Microsoft Office 97,Q1342266,Apple,Microsoft,0.059,0.779,0.72,P178,80,0.002843,3,1,3,1
15853,neutral_new,Sharmila Tagore,Q465830,Scientology,Islam,0.6071,0.0857,-0.5214,P140,1415,0.0,1,3,1,1
15861,neutral_new,Abbas I of Persia,Q171349,Christianity,Islam,0.2,0.615,0.415,P140,370,0.000107,3,1,3,1
16061,neutral_new,Douglas Lloyd Campbell,Q1252386,Milan,Winnipeg,0.8286,0.0,-0.8286,P20,5,0.0,1,3,1,1
16149,neutral_new,Robomodo,Q7353288,Houston,Chicago,0.9625,0.15,-0.8125,P740,9,0.051386,1,3,1,2
16204,neutral_new,Ameen Sayani,Q4742111,Poland,India,0.2533,0.3,0.0467,P27,68,0.001336,2,1,2,1
16208,neutral_new,Errico Petrella,Q555720,English,Italian,0.5464,0.0321,-0.5143,P1412,1,0.002526,1,3,1,1
16260,neutral_new,Porsche 904,Q1475188,Nokia,Porsche,0.1474,0.4947,0.3474,P176,146,0.000213,2,1,3,1
16301,neutral_new,Sobat River,Q821911,Antarctica,Africa,0.3352,0.5167,0.1815,P30,11,0.012748,3,2,2,1
16395,neutral_new,Husayn ibn Ali,Q112128,Judaism,Islam,0.1,0.5825,0.4825,P140,1122,0.009588,3,1,3,1
16465,neutral_new,The Answering Machine,Q114537562,Minneapolis,Manchester,0.66,0.14,-0.52,P740,0,0.009643,1,3,1,1
16591,neutral_new,Harashima,Q26450325,Poland,Japan,0.2625,0.4625,0.2,P27,0,0.011802,2,2,2,1
16619,neutral_new,Muriel Barbery,Q235731,Dutch,French,0.1111,0.625,0.5139,P103,30,0.000143,3,1,3,1
16716,neutral_new,Piramal Enterprises Ltd,Q7197697,Milan,Mumbai,0.2292,0.5375,0.3083,P159,6,0.0,3,1,3,1
16778,neutral_new,Nate Robertson,Q3336514,quarterback,pitcher,0.4462,0.3923,-0.0538,P413,14,0.007164,2,2,2,1
16962,neutral_new,Javier Espinosa,Q103021500,outfielder,midfielder,0.6208,0.0583,-0.5625,P413,0,0.0,1,3,1,1
16988,neutral_new,Knut Kristiansen,Q11981326,sitcom,jazz,0.4,0.0231,-0.3769,P136,0,1.3e-05,1,2,1,1
16994,neutral_new,Paulo Bento,Q316733,pitcher,midfielder,0.1679,0.5357,0.3679,P413,244,0.0,3,1,3,1
17016,neutral_new,Hawaii,Q782,Madrid,Honolulu,0.2269,0.4923,0.2654,P36,7630,0.0,2,1,3,1
17093,neutral_new,Jean Prouff,Q1685775,quarterback,midfielder,0.5833,0.0033,-0.58,P413,3,0.000163,1,3,1,1
17102,neutral_new,Rhythm-a-Ning,Q7321878,funk,jazz,0.1087,0.7,0.5913,P136,0,0.00172,3,1,3,1
17204,neutral_new,Ronnie Foster,Q7365867,satire,jazz,0.1021,0.5542,0.4521,P136,38,0.0,3,1,3,1
17213,neutral_new,Poland,Q36,German,Polish,0.4029,0.3235,-0.0794,P37,7771,0.000395,2,2,2,1
17328,neutral_new,Xeon,Q656154,Honda,Intel,0.2,0.4818,0.2818,P176,439,0.0,2,1,3,1
17365,neutral_new,Euphrates,Q34589,Antarctica,Asia,0.3543,0.3057,-0.0486,P30,1005,0.005042,2,2,2,1
17370,neutral_new,Claude Bartolone,Q1096496,Russian,French,0.0895,0.6947,0.6053,P103,7,8.5e-05,3,1,3,1
17460,neutral_new,Albany City Hall,Q3146112,Istanbul,Albany,0.3588,0.4353,0.0765,P276,14,0.001001,2,2,2,1
17495,neutral_new,Pennsylvania State Capitol,Q2915393,Microsoft,Pennsylvania,0.2409,0.5068,0.2659,P127,89,0.000127,2,1,3,1
17748,neutral_new,Hephthalite Empire,Q26576,Christianity,Buddhism,0.125,0.5227,0.3977,P140,495,0.004644,3,1,3,1
17844,neutral_new,Zift,Q199310,Danish,Bulgarian,0.2267,0.3867,0.16,P364,7,0.000538,2,1,2,1
17902,neutral_new,Greetje Kauffeld,Q508311,fantasy,jazz,0.2347,0.45,0.2153,P136,3,0.000273,2,1,2,1
17939,neutral_new,Rustavi 2,Q594636,Italian,Georgian,0.125,0.5875,0.4625,P364,17,0.000398,3,1,3,1
17945,neutral_new,Congo Free State,Q76048,Antarctica,Africa,0.2595,0.4526,0.1931,P30,942,0.009373,2,2,2,1
18122,neutral_new,Pierre C. Cartier,Q7192113,Russian,French,0.1024,0.5595,0.4571,P1412,40,0.001236,3,1,3,1
18274,neutral_new,Mithat Bayrak,Q661466,French,Turkish,0.5,0.2,-0.3,P103,2,0.001086,1,2,1,1
18327,neutral_new,Palupera Rural Municipality,Q633663,Denmark,Estonia,0.1741,0.5296,0.3556,P17,0,0.002359,3,1,3,1
18392,neutral_new,Mohammed Iqbal Khan,Q13649920,Christianity,Islam,0.1818,0.5159,0.3341,P140,178,0.00012,3,1,3,1
18449,neutral_new,Carl Lindhagen,Q55955,Amsterdam,Stockholm,0.8571,0.0,-0.8571,P937,2,0.004456,1,3,1,1
18469,neutral_new,Fraport Arena,Q384017,Leonardo,Frankfurt,0.125,0.3979,0.2729,P127,6,0.0,2,1,3,1
18501,neutral_new,Otto von Guericke,Q60095,bishop,mayor,0.85,0.0,-0.85,P39,83,0.0,1,3,1,1
18503,neutral_new,Towers of London,Q522043,Sheffield,London,0.1176,0.6882,0.5706,P740,125,0.000152,3,1,3,1
18530,neutral_new,Brighton Centre,Q4967617,London,Brighton,0.362,0.366,0.004,P276,41,0.003568,2,2,2,1
18603,neutral_new,Pau Gasol,Q193052,football,basketball,0.155,0.5583,0.4033,P641,770,0.014505,3,1,3,1
18904,neutral_new,Thieleman J. van Braght,Q7784006,French,Dutch,0.0897,0.5809,0.4912,P103,5,0.001363,3,1,3,1
18970,neutral_new,Joe Hildebrand,Q20739539,Canada,Australia,0.4403,0.2806,-0.1597,P495,0,0.055049,2,2,2,2
19050,neutral_new,Narrative Science,Q17183195,Denver,Chicago,0.9357,0.0143,-0.9214,P159,9,0.021796,1,3,1,2
19334,neutral_new,Matija Gubec,Q715968,Italy,Croatia,0.1449,0.5769,0.4321,P19,31,0.008802,3,1,3,1
19366,neutral_new,Dublin lock-out,Q448920,Slovakia,Dublin,0.1019,0.5058,0.4038,P276,50,0.0,2,1,3,1
19399,neutral_new,Dave Winfield,Q5230137,soccer,baseball,0.1597,0.7081,0.5484,P641,10,0.017895,3,1,3,2
19427,neutral_new,Panama Francis,Q2048920,sitcom,jazz,0.2567,0.1967,-0.06,P136,11,0.0,1,1,2,1
19583,neutral_new,Nayef Hawatmeh,Q259190,London,Salt,0.3,0.2687,-0.0312,P19,132,0.001498,2,2,2,1
19588,neutral_new,Christopher Paolini,Q93620,jazz,fantasy,0.1304,0.5125,0.3821,P136,478,0.003329,3,1,3,1
19776,neutral_new,White Rabbits,Q126186348,London,Columbia,0.4235,0.1471,-0.2765,P740,0,8.2e-05,1,2,1,1
19835,neutral_new,David Van Reybrouck,Q2490392,Spanish,Dutch,0.2923,0.3923,0.1,P1412,69,0.001072,2,2,2,1
19902,neutral_new,BMW ActiveE,Q9642124,Nintendo,BMW,0.1037,0.7241,0.6204,P176,20,0.000894,3,1,3,1
19904,neutral_new,Adriana Lecouvreur,Q375063,French,Italian,0.2316,0.4092,0.1776,P364,45,0.00929,2,1,2,1
19981,neutral_new,Inayat Khan,Q117322850,Judaism,Islam,0.0526,0.5737,0.5211,P140,0,0.009829,3,1,3,1
20087,neutral_new,Clement X,Q155956,bishop,pope,0.3609,0.2283,-0.1326,P39,40,0.018222,1,2,2,2
20186,neutral_new,Paul Anka,Q216563,guitar,piano,0.3333,0.4091,0.0758,P1303,2872,0.010049,2,2,2,1
20410,neutral_new,Trinity Peninsula,Q2038835,Asia,Antarctica,0.1673,0.7286,0.5612,P30,19,0.018202,3,1,3,2
20601,neutral_new,Henry Warburton,Q113809044,Tamil,English,0.125,0.4979,0.3729,P1412,0,0.010171,2,1,3,1
20756,neutral_new,Franz Xaver Gabelsberger,Q62137,Helsinki,Munich,0.3333,0.4778,0.1444,P937,3,0.0,2,2,2,1
21061,neutral_new,Olsen Gang,Q1047863,English,Danish,0.3147,0.3118,-0.0029,P364,49,0.012571,2,2,2,1
21231,neutral_new,Anne Redpath,Q4768742,Frankfurt,Edinburgh,0.8875,0.0,-0.8875,P20,8,0.0,1,3,1,1
21254,neutral_new,Montenegro,Q236,Asia,Europe,0.2552,0.6448,0.3897,P30,4479,0.039573,3,1,3,2
21323,neutral_new,Ross Barkley,Q326240,linebacker,midfielder,0.1176,0.6706,0.5529,P413,1194,7.6e-05,3,1,3,1
21342,neutral_new,Soenario,Q4446092,Japan,Indonesia,0.5882,0.0,-0.5882,P27,15,0.00027,1,3,1,1
21346,neutral_new,ceviche,Q1057953,Japan,Peru,0.4149,0.207,-0.2079,P495,1085,0.007732,1,2,2,1
21440,neutral_new,Lu Watters,Q1872759,trance,jazz,0.1274,0.5403,0.4129,P136,7,1e-05,3,1,3,1
21681,neutral_new,Frank Pembleton,Q5488954,Paris,Baltimore,0.3529,0.55,0.1971,P937,134,0.00162,3,2,2,1
21728,neutral_new,Gustave Geffroy,Q927796,Italian,French,0.1794,0.6471,0.4676,P103,6,0.002996,3,1,3,1
21759,neutral_new,Oleg Kotov,Q342338,English,Russian,0.2375,0.515,0.2775,P103,5,0.011649,3,1,3,1
21867,neutral_new,Dominic Dierkes,Q5290518,politician,actor,0.18,0.61,0.43,P106,19,9e-05,3,1,3,1
